Google Place Name,Google Address,Google Place ID,ArcGIS Best Match,Match Score,Matched Street Name
Speedway,"8015 SHELBYVILLE RD, LOUISVILLE, KY 40222, USA",ChIJScGKWx11aYgRwz5d60pyqwE,"8015 SHELBYVILLE RD, LYNDON, KY 40222",83,"8015 SHELBYVILLE RD, LYNDON, KY 40222"
Circle K,"9901 LA GRANGE RD, LOUISVILLE, KY 40223, USA",ChIJpSyGwq2faYgRnEauxe8Dpgk,"9901 LA GRANGE RD, LYNDON, KY 40223",82,"9901 LA GRANGE RD, LYNDON, KY 40223"
Thorntons,"605 LYNDON LN, LOUISVILLE, KY 40222, USA",ChIJP4X9u2F1aYgRWXj4qiyQv-A,"605 LYNDON LN, LYNDON, KY 40222",79,"605 LYNDON LN, LYNDON, KY 40222"
Thorntons,"9400 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJY-ndqEieaYgRi95tHj95jZo,"9240 WESPORT RD, 40242",88,"9240 WESPORT RD, 40242"
Circle K,"9619 WHIPPS MILL RD, LOUISVILLE, KY 40242, USA",ChIJe_D7k7afaYgRMfb6CE-YOmE,"9619 WHIPPS MILL RD, LYNDON, KY 40242",83,"9619 WHIPPS MILL RD, LYNDON, KY 40242"
Kroger Fuel Center,"9507 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJe8G7rUWeaYgRA5PQIloDasc,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
Triple Crown Car Wash,"9907 LA GRANGE RD, LOUISVILLE, KY 40223, USA",ChIJh3VbP6yfaYgR8A6NpHCdr54,"9905 LA GRANGE RD, LYNDON, KY 40223",79,"9905 LA GRANGE RD, LYNDON, KY 40223"
ChargePoint Charging Station,"9300 WHIPPS MILL RD, LOUISVILLE, KY 40223, USA",ChIJJfnEOLifaYgRTuwoY6S8tUg,"9619 WHIPPS MILL RD, LYNDON, KY 40242",70,"9619 WHIPPS MILL RD, LYNDON, KY 40242"
Fuel 19,"9619 WHIPPS MILL RD, LOUISVILLE, KY 40242, USA",ChIJ-yEIMwCfaYgRKiZmzXiO3Kw,"9619 WHIPPS MILL RD, LYNDON, KY 40242",83,"9619 WHIPPS MILL RD, LYNDON, KY 40242"
Anar Food Mart,"8730 WESTPORT RD, LOUISVILLE, KY 40242, USA",ChIJtZPfNjKeaYgRAxMfKnGXOcI,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
Mike's Carwash,"9710 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJtSY47uqfaYgRjDoT2wdi89k,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
Dollar General,"9615 WHIPPS MILL RD, LOUISVILLE, KY 40242, USA",ChIJo4rV5-efaYgRe2bcXjvc0Ik,"9615 WHIPPS MILL RD, LYNDON, KY 40242",83,"9615 WHIPPS MILL RD, LYNDON, KY 40242"
Liquor Fire,"9905 LA GRANGE RD, LOUISVILLE, KY 40223, USA",ChIJgcnsNqyfaYgRGGU24HtHB7M,"9905 LA GRANGE RD, LYNDON, KY 40223",82,"9905 LA GRANGE RD, LYNDON, KY 40223"
Kroger,"9501 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJO3kakkWeaYgRbmcKOKsE3e0,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
St. Matthews Community Pharmacy,"200 N HURSTBOURNE PKWY STE 174, LOUISVILLE, KY 40222, USA",ChIJaV_kWdt0aYgRZZ0v9uJXyF0,"1330 S HURSTBOURNE PKY, HURSTBOURNE, KY 40222",71,"1330 S HURSTBOURNE PKY, HURSTBOURNE, KY 40222"
Walgreens Pharmacy,"9702 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJ30xlyVqeaYgRDjvZkqxVo-8,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
Kroger Pharmacy,"9501 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJO3kakkWeaYgRJHRlAsrUzOk,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
St. Matthews Specialty Pharmacy,"200 N HURSTBOURNE PKWY STE 176, LOUISVILLE, KY 40222, USA",ChIJIR09R1mfaYgRnaT9no6cw4E,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220",72,"1620 S HURSTBOURNE PKY, JEFFERSONTOWN, KY 40220"
Walgreens,"9702 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJpwrhy1qeaYgRrlg2aMBlSe0,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
COVID-19 Drive-Thru Testing at Walgreens,"9702 WESTPORT RD, LOUISVILLE, KY 40241, USA",ChIJBTxqyVqeaYgRJEibSlv6Zkg,"9240 WESPORT RD, 40242",84,"9240 WESPORT RD, 40242"
Total CBD Shop,"8129 NEW LA GRANGE RD #300, LOUISVILLE, KY 40222, USA",ChIJSWQ25GF1aYgRxPmG6cW43ZE,"8062 NEW LAGRANGE RD, 40222",77,"8062 NEW LAGRANGE RD, 40222"
Evergreen Liquors,"12017 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJK4bXXEafaYgRg5eKV2LNSgs,"11517 SHELBYVILLE ROAD, 40243",89,"11517 SHELBYVILLE ROAD, 40243"
Advance Auto Parts,"12001 SHELBYVILLE RD STE 101, LOUISVILLE, KY 40243, USA",ChIJZTT7M0GfaYgRlwcHTRsJmSs,"14010 SHELBYVILLE RD, 40245",80,"14010 SHELBYVILLE RD, 40245"
Chicken Salad Chick,"12009 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJO6PiYcWfaYgREx6ljdVabDw,"14010 SHELBYVILLE RD, 40245",88,"14010 SHELBYVILLE RD, 40245"
Keller Patrick,"12101 SHELBYVILLE RD, LOUISVILLE, KY 40243, USA",ChIJP-rFPEafaYgROk8Tih8v3_U,"11517 SHELBYVILLE ROAD, 40243",89,"11517 SHELBYVILLE ROAD, 40243"
Cloud 9 Smoke Shop,"12907 FACTORY LN SUITE K, LOUISVILLE, KY 40245, USA",ChIJCf3b-ayZaYgRWvBi3mKfXiA,"12907 FACTORY LN, K, LOUISVILLE, KY 40245",82,"12907 FACTORY LN, K, LOUISVILLE, KY 40245"
Speedway,"2400 TERRA CROSSING BLVD, LOUISVILLE, KY 40245, USA",ChIJaSfZ6uGYaYgR0V70IEjtv3o,"2400 TERRA CROSSING BLVD, LOUISVILLE, KY 40245",81,"2400 TERRA CROSSING BLVD, LOUISVILLE, KY 40245"
Thorntons,"12412 LA GRANGE RD, LOUISVILLE, KY 40245, USA",ChIJ8fsNOjeZaYgRD9gvRptroUQ,"12412 LA GRANGE RD, LOUISVILLE, KY 40245",77,"12412 LA GRANGE RD, LOUISVILLE, KY 40245"
Kroger Fuel Center,"13003 FACTORY LN, LOUISVILLE, KY 40245, USA",ChIJBQ5RrjCZaYgRlWanKriVgNg,"13003 FACTORY LN, FUEL, LOUISVILLE, KY 40245",70,"13003 FACTORY LN, FUEL, LOUISVILLE, KY 40245"
Kroger,"12450 LA GRANGE RD, LOUISVILLE, KY 40245, USA",ChIJC8mTiTeZaYgR1TeLdIbMhqs,"12450 LA GRANGE RD, LOUISVILLE, KY 40245",77,"12450 LA GRANGE RD, LOUISVILLE, KY 40245"
Liquor World,"2300 TERRA CROSSING BLVD, LOUISVILLE, KY 40245, USA",ChIJlVUx5DmZaYgRPJWbFJP8NiM,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245",78,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245"
Valvoline Instant Oil Change,"12416 LA GRANGE RD, LOUISVILLE, KY 40245, USA",ChIJ08ecZzeZaYgRJQ79K0D1_kk,"12418 LA GRANGE RD, LOUISVILLE, KY 40245",74,"12418 LA GRANGE RD, LOUISVILLE, KY 40245"
English Station Mini Storage,"508 N ENGLISH STATION RD, LOUISVILLE, KY 40223, USA",ChIJU7DFNraYaYgRiWqz8qbEq0A,"9814 LINN STATION RD, JEFFERSONTOWN, KY 40223",66,"9814 LINN STATION RD, JEFFERSONTOWN, KY 40223"
Publix Super Market at Terra Crossing,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245, USA",ChIJw3QikceZaYgRGRPb458CwRw,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245",81,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245"
Liquor World Lagrange,"12418 LA GRANGE RD # 100, LOUISVILLE, KY 40245, USA",ChIJlVUx5DmZaYgR5ff9cTYqi38,"12418 LA GRANGE RD, LOUISVILLE, KY 40245",73,"12418 LA GRANGE RD, LOUISVILLE, KY 40245"
The Little Clinic,"12450 LA GRANGE RD, LOUISVILLE, KY 40245, USA",ChIJC8mTiTeZaYgR765vDgEfFRY,"12450 LA GRANGE RD, LOUISVILLE, KY 40245",77,"12450 LA GRANGE RD, LOUISVILLE, KY 40245"
Baskin-Robbins,"12418 LA GRANGE RD SUITE #155, LOUISVILLE, KY 40245, USA",ChIJlVUx5DmZaYgRFXnZ9Myaphs,"12418 LA GRANGE RD, LOUISVILLE, KY 40245",69,"12418 LA GRANGE RD, LOUISVILLE, KY 40245"
Publix Liquors at Terra Crossing,"2502 TERRA CROSSING BLVD, LOUISVILLE, KY 40245, USA",ChIJ8VUAiMiZaYgR_g4Xf3Y8LUg,"2502 TERRA CROSSING BLVD, LOUISVILLE, KY 40245",81,"2502 TERRA CROSSING BLVD, LOUISVILLE, KY 40245"
Save-A-Step Liquor,"12908 FACTORY LN, LOUISVILLE, KY 40245, USA",ChIJwf34r6mZaYgR5tw9-aQnB9c,"12908 FACTORY LN, LOUISVILLE, KY 40245",76,"12908 FACTORY LN, LOUISVILLE, KY 40245"
Kroger Pharmacy,"12450 LA GRANGE RD, LOUISVILLE, KY 40245, USA",ChIJC8mTiTeZaYgRTg5DexWwbJQ,"12450 LA GRANGE RD, LOUISVILLE, KY 40245",77,"12450 LA GRANGE RD, LOUISVILLE, KY 40245"
Publix Pharmacy at Terra Crossing,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245, USA",ChIJ___v9R-ZaYgRDMmC86-qZgY,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245",81,"2500 TERRA CROSSING BLVD, LOUISVILLE, KY 40245"
ConnectMed360,"13410 EASTPOINT CENTRE DR SUITE 150, LOUISVILLE, KY 40223, USA",ChIJ1wHsrmyZaYgRgZYDZJU9YWE,"209 E MAIN ST, SUITE 200, 40202",60,"209 E MAIN ST, SUITE 200, 40202"
Livewell Animal Hospital of Anchorage,"12317 OLD LAGRANGE RD, LOUISVILLE, KY 40245, USA",ChIJGdQWUDGZaYgRk_6C9RIWrJk,"12418 LA GRANGE RD, LOUISVILLE, KY 40245",68,"12418 LA GRANGE RD, LOUISVILLE, KY 40245"
Marathon Gas,"3501 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJLQkVB9dsaYgRB2nbudPEdkk,"3501 W BROADWAY, LOUISVILLE, KY 40211",75,"3501 W BROADWAY, LOUISVILLE, KY 40211"
Marathon Gas,"3801 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJDy2Ic95saYgRFrc0zwDsP14,"3801 W MARKET ST, LOUISVILLE, KY 40212",76,"3801 W MARKET ST, LOUISVILLE, KY 40212"
Shorty's Food Mart,"3501 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJ-dkVB9dsaYgRfbdCN-ncXUY,"3501 W BROADWAY, LOUISVILLE, KY 40211",75,"3501 W BROADWAY, LOUISVILLE, KY 40211"
3 Brothers Market,"4132 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJL9Dt-85saYgR7wDEo6gE6y0,"4132 W BROADWAY, LOUISVILLE, KY 40211",75,"4132 W BROADWAY, LOUISVILLE, KY 40211"
F & Y Food Martwork,"3801 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJC9uxEt5saYgRvAfP9XMtoz4,"3801 W MARKET ST, LOUISVILLE, KY 40212",76,"3801 W MARKET ST, LOUISVILLE, KY 40212"
H & M Food Mart,"3801 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJI23Nc95saYgRac9w33J-W-I,"3801 W MARKET ST, LOUISVILLE, KY 40212",76,"3801 W MARKET ST, LOUISVILLE, KY 40212"
Tnj Corner Store,"3328 VIRGINIA AVE, LOUISVILLE, KY 40211, USA",ChIJ0eTDUioTaYgReiqlFhftE2w,"3328 VIRGINIA AVE, LOUISVILLE, KY 40211",77,"3328 VIRGINIA AVE, LOUISVILLE, KY 40211"
Food Mart Express Llc,"3727 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJkRmW_dBsaYgRUZKubIsqYbA,"3727 W BROADWAY, LOUISVILLE, KY 40211",75,"3727 W BROADWAY, LOUISVILLE, KY 40211"
Sherry's Market,"3328 VIRGINIA AVE, LOUISVILLE, KY 40211, USA",ChIJ-frInLETaYgRgvVLdzOt1xE,"3328 VIRGINIA AVE, LOUISVILLE, KY 40211",77,"3328 VIRGINIA AVE, LOUISVILLE, KY 40211"
Broadway Food Mart,"4134 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJ0XB3-85saYgRC3GU7uqAyCM,"4132 W BROADWAY, LOUISVILLE, KY 40211",71,"4132 W BROADWAY, LOUISVILLE, KY 40211"
T & L Food Mart,"3320 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJdak6YSBtaYgRor5iiPN1_6c,"3320 W MARKET ST, LOUISVILLE, KY 40212",76,"3320 W MARKET ST, LOUISVILLE, KY 40212"
Abu-Aliah & Mohammed,"4100 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212, USA",ChIJycoWpMRsaYgROLHbzvfRrJM,"4100 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212",81,"4100 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212"
G&K Market ||,"3129 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212, USA",ChIJU9jAD09taYgRZWXxKb5zPQQ,"3129 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212",81,"3129 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212"
Tiny Mart,"3337 GREENWOOD AVE, LOUISVILLE, KY 40211, USA",ChIJNV8RFtVsaYgRSkfJFNHAl4A,"3337 GREENWOOD AVE, LOUISVILLE, KY 40211",77,"3337 GREENWOOD AVE, LOUISVILLE, KY 40211"
Liquor Zone,"3310 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJjYEU234vdkARtBrk_jaucCE,"3310 W BROADWAY, LOUISVILLE, KY 40211",75,"3310 W BROADWAY, LOUISVILLE, KY 40211"
Vermont Liquors,"509 S 34TH ST, LOUISVILLE, KY 40211, USA",ChIJOe6CaCdtaYgRawNxPHgL5oM,"520 N 35TH ST, LOUISVILLE, KY 40212",62,"520 N 35TH ST, LOUISVILLE, KY 40212"
Greenwood Liquors,"4116 GREENWOOD AVE, LOUISVILLE, KY 40211, USA",ChIJ59WH5cxsaYgRMMEs7spbcaQ,"4116 GREENWOOD AVE, LOUISVILLE, KY 40211",77,"4116 GREENWOOD AVE, LOUISVILLE, KY 40211"
Liquor Zone,"509 LOUIS COLEMAN JR DRIVE, LOUISVILLE, KY 40211, USA",ChIJq39CnaNtaYgRyV5cbs5oTPk,"509 LOUIS COLEMAN JR DR, LOUISVILLE, KY 40211",77,"509 LOUIS COLEMAN JR DR, LOUISVILLE, KY 40211"
Bakhos Inc,"3401 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJ34cMbSBtaYgR7edFd3C9hyk,"3401 W MARKET ST, LOUISVILLE, KY 40212",76,"3401 W MARKET ST, LOUISVILLE, KY 40212"
Walgreens Pharmacy,"3410 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJcUVYTtZsaYgRA0wqYBU-rs8,"3410 W BROADWAY, LOUISVILLE, KY 40211",75,"3410 W BROADWAY, LOUISVILLE, KY 40211"
Walgreens,"3410 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJZWO61NdsaYgRrs6YwYd2kEk,"3410 W BROADWAY, LOUISVILLE, KY 40211",75,"3410 W BROADWAY, LOUISVILLE, KY 40211"
Golden Gate Wholesale LLC,"2910 W JEFFERSON ST, LOUISVILLE, KY 40212, USA",ChIJ676zyoVtaYgRfeUgoy6L1_g,"2910 W JEFFERSON ST, LOUISVILLE, KY 40212",78,"2910 W JEFFERSON ST, LOUISVILLE, KY 40212"
Expressway Mart,"1420 W BROADWAY, LOUISVILLE, KY 40203, USA",ChIJh0s10FFtaYgRh2-d297a3YM,"1420 W BROADWAY, LOUISVILLE, KY 40203",75,"1420 W BROADWAY, LOUISVILLE, KY 40203"
Green Store,"301 S 18TH ST, LOUISVILLE, KY 40203, USA",ChIJUff6ZERtaYgRgReRpwuNhCc,"301 S 18TH ST, LOUISVILLE, KY 40203",73,"301 S 18TH ST, LOUISVILLE, KY 40203"
Kroger,"2710 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJgeVL2jFtaYgRPQJV-wHLK7I,"2710 W BROADWAY, LOUISVILLE, KY 40211",75,"2710 W BROADWAY, LOUISVILLE, KY 40211"
Dollar General,"2324 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJfd3Y3jZtaYgRpuUxOfhWgOE,"2324 W BROADWAY, LOUISVILLE, KY 40211",75,"2324 W BROADWAY, LOUISVILLE, KY 40211"
Marathon Gas,"1711 W BROADWAY, LOUISVILLE, KY 40203, USA",ChIJoTFQGU9taYgR_JbRBILjG9c,"1711 W BROADWAY, LOUISVILLE, KY 40203",75,"1711 W BROADWAY, LOUISVILLE, KY 40203"
Marathon,"931 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJydifG0ttaYgRxHU7Uggkc5Q,"931 DIXIE HWY, LOUISVILLE, KY 40210",73,"931 DIXIE HWY, LOUISVILLE, KY 40210"
Speedway,"2112 DUNCAN ST, LOUISVILLE, KY 40212, USA",ChIJKYt2f2ptaYgROH3DmcENKqM,"2112 DUNCAN ST, LOUISVILLE, KY 40212",74,"2112 DUNCAN ST, LOUISVILLE, KY 40212"
Ez Go Gas 1 no,"931 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJP3u4G0ttaYgRe97-uNt_lu0,"931 DIXIE HWY, LOUISVILLE, KY 40210",73,"931 DIXIE HWY, LOUISVILLE, KY 40210"
Shorty's Food Mart,"1711 W BROADWAY, LOUISVILLE, KY 40203, USA",ChIJX9QCGU9taYgRut_mqcHm3Cs,"1711 W BROADWAY, LOUISVILLE, KY 40203",75,"1711 W BROADWAY, LOUISVILLE, KY 40203"
Valero,"1420 W BROADWAY, LOUISVILLE, KY 40203, USA",ChIJR3g8KjdtaYgRUf7FWxIWI-8,"1420 W BROADWAY, LOUISVILLE, KY 40203",75,"1420 W BROADWAY, LOUISVILLE, KY 40203"
Dino's Food Mart,"2601 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJdZzKVjBtaYgRq1KHSzTTiRA,"2601 W BROADWAY, LOUISVILLE, KY 40211",75,"2601 W BROADWAY, LOUISVILLE, KY 40211"
Kroger Fuel Center,"2710 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJ_6hj2zFtaYgRod_Q2rBWRRU,"2710 W BROADWAY, LOUISVILLE, KY 40211",75,"2710 W BROADWAY, LOUISVILLE, KY 40211"
Shorty's Dixie LLC,"931 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJs7l1G0ttaYgROqJsUGqEESI,"931 DIXIE HWY, LOUISVILLE, KY 40210",73,"931 DIXIE HWY, LOUISVILLE, KY 40210"
Global Mart,"2728 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJw6SA5zxtaYgRkXhJFSBv2HM,"2728 W MARKET ST, LOUISVILLE, KY 40212",76,"2728 W MARKET ST, LOUISVILLE, KY 40212"
Tony's Convenient Mart,"2532 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJzRVKBzFtaYgRj-Cql7yu6rA,"2324 W BROADWAY, LOUISVILLE, KY 40211",71,"2324 W BROADWAY, LOUISVILLE, KY 40211"
West Food Mart,"2200 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJfXWXoUBtaYgR8Gf4FFcNR3g,"2200 W MARKET ST, LOUISVILLE, KY 40212",76,"2200 W MARKET ST, LOUISVILLE, KY 40212"
The Purple Store Grand Foodmart,"1100 DIXIE HWY, LOUISVILLE, KY 40210, USA",ChIJGYGharUSaYgRPW9TpvVkOUc,"10986 DIXIE HWY, 40272",78,"10986 DIXIE HWY, 40272"
Kcs2Plus Qs,"2001 W BROADWAY # 13, LOUISVILLE, KY 40203, USA",ChIJVVWFSUhtaYgRX2Kw7tGlPIg,"1001 W BROADWAY, LOUISVILLE, KY 40203",71,"1001 W BROADWAY, LOUISVILLE, KY 40203"
Brothers Food Mart,"2601 VIRGINIA AVE, LOUISVILLE, KY 40211, USA",ChIJK5d-L8cTaYgRP1DyjaXX6HU,"2601 VIRGINIA AVE, LOUISVILLE, KY 40211",77,"2601 VIRGINIA AVE, LOUISVILLE, KY 40211"
The Hat Don,"1420 W BROADWAY, LOUISVILLE, KY 40203, USA",ChIJ9ziVQC9taYgRtHiwxZQvfIQ,"1420 W BROADWAY, LOUISVILLE, KY 40203",75,"1420 W BROADWAY, LOUISVILLE, KY 40203"
J & M Foodmart,"2533 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212, USA",ChIJsUIUbKhtaYgRNha_fjuo-Lc,"2533 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212",81,"2533 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212"
Pacmans Food Mart,"201 N 19TH ST, LOUISVILLE, KY 40203, USA",ChIJ_WWoMuxtaYgROvim_pXw3NU,"201 N 19TH ST, LOUISVILLE, KY 40203",73,"201 N 19TH ST, LOUISVILLE, KY 40203"
The Hat Don,"2728 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJm0K6iD1taYgR4dkuHc5wiuE,"2728 W MARKET ST, LOUISVILLE, KY 40212",76,"2728 W MARKET ST, LOUISVILLE, KY 40212"
The Little Store,"1144 S 26TH ST, LOUISVILLE, KY 40210, USA",ChIJwfVYdc0SaYgRuLKQz5cAyoI,"118 S 26TH ST, LOUISVILLE, KY 40212",64,"118 S 26TH ST, LOUISVILLE, KY 40212"
Garland Food Market,"2600 GARLAND AVE, LOUISVILLE, KY 40211, USA",ChIJI3KnWTJtaYgRMLpWZIVth1w,"2600 GARLAND AVE, LOUISVILLE, KY 40211",76,"2600 GARLAND AVE, LOUISVILLE, KY 40211"
Lucy Mae's Food Mart & Kitchen,"2300 W KENTUCKY ST SUITE 1, LOUISVILLE, KY 40210, USA",ChIJ20BiIcxtaYgR3Izv2kSq6b8,"2127 W KENTUCKY ST, LOUISVILLE, KY 40210",69,"2127 W KENTUCKY ST, LOUISVILLE, KY 40210"
The Hat Don,"2532 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJ5znbNHttaYgRQmlvoP94XmA,"2324 W BROADWAY, LOUISVILLE, KY 40211",71,"2324 W BROADWAY, LOUISVILLE, KY 40211"
26th St. Liqours,"2600 W CHESTNUT ST, LOUISVILLE, KY 40211, USA",ChIJ6a3bYjptaYgRZBZdmFqBhXo,"2600 W CHESTNUT ST, LOUISVILLE, KY 40211",77,"2600 W CHESTNUT ST, LOUISVILLE, KY 40211"
Lorie's Package Liquors,"2316 W MARKET ST #17, LOUISVILLE, KY 40212, USA",ChIJSak74j5taYgRCU0w8OohMKE,"2316 W MARKET ST, LOUISVILLE, KY 40212",72,"2316 W MARKET ST, LOUISVILLE, KY 40212"
Liquor City,"1420 W JEFFERSON ST, LOUISVILLE, KY 40203, USA",ChIJNY1AblttaYgRNJLgNxTZmkk,"1420 W JEFFERSON ST, LOUISVILLE, KY 40203",78,"1420 W JEFFERSON ST, LOUISVILLE, KY 40203"
West Main Street Liquors,"1901 W MAIN ST, LOUISVILLE, KY 40203, USA",ChIJ_TYFLUJtaYgR96isX7JMAv4,"1901 W MAIN ST, LOUISVILLE, KY 40203",74,"1901 W MAIN ST, LOUISVILLE, KY 40203"
Liquor Store,"2631 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJy9-8NjBtaYgRJA2Ec5dSHrI,"2631 W BROADWAY, LOUISVILLE, KY 40211",75,"2631 W BROADWAY, LOUISVILLE, KY 40211"
Goody Goody Liquors,"1805 W OAK ST, LOUISVILLE, KY 40210, USA",ChIJndCRdcoSaYgRQmpVi2gM1CE,"1805 W OAK ST, LOUISVILLE, KY 40210",73,"1805 W OAK ST, LOUISVILLE, KY 40210"
Shorty’s Liquor Store,"829 S 28TH ST, LOUISVILLE, KY 40211, USA",ChIJuTZs3S1taYgRsVSQP-qxegM,"829 S 28TH ST, LOUISVILLE, KY 40211",73,"829 S 28TH ST, LOUISVILLE, KY 40211"
Silks Design Inc,"2100 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40212, USA",ChIJcZ4cokdtaYgRe1JILDm7T_I,"218 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40202",74,"218 W MUHAMMAD ALI BLVD, LOUISVILLE, KY 40202"
Kroger Pharmacy,"2710 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJgeVL2jFtaYgR8fNUxH3MBMc,"2710 W BROADWAY, LOUISVILLE, KY 40211",75,"2710 W BROADWAY, LOUISVILLE, KY 40211"
Specialized Pharmaceutical Inc,"2225 W BROADWAY, LOUISVILLE, KY 40211, USA",ChIJnfCasjdtaYgRRJm1h2JUoMg,"2324 W BROADWAY, LOUISVILLE, KY 40211",68,"2324 W BROADWAY, LOUISVILLE, KY 40211"
Genoa Healthcare,"2225 W BROADWAY 1ST FLOOR, LOUISVILLE, KY 40211, USA",ChIJK_2erDdtaYgRBzT-nD289Dc,"2324 W BROADWAY, LOUISVILLE, KY 40211",67,"2324 W BROADWAY, LOUISVILLE, KY 40211"
Good Brothers Pharmacy,"2306 W MARKET ST, LOUISVILLE, KY 40212, USA",ChIJ40axKZVtaYgRJn-zZcbm1nc,"2316 W MARKET ST, LOUISVILLE, KY 40212",72,"2316 W MARKET ST, LOUISVILLE, KY 40212"
VIP Smoke Shop & Gifts,"519 S 3RD ST, LOUISVILLE, KY 40202, USA",ChIJayJgBrByaYgRcIPZSkJL_lY,"519 S 3RD ST, LOUISVILLE, KY 40202",72,"519 S 3RD ST, LOUISVILLE, KY 40202"
Jessie Lee's Smoke Shop,"801 W BROADWAY SUITE 6, LOUISVILLE, KY 40202, USA",ChIJN8mijNRzaYgRl8RgHgdN1Ko,"801 W BROADWAY, LOUISVILLE, KY 40202",77,"801 W BROADWAY, LOUISVILLE, KY 40202"
Baders Food Mart,"300 S 1ST ST, LOUISVILLE, KY 40202, USA",ChIJJeqhNbpyaYgRkrUP8nDU1CM,"300 S 1ST ST, LOUISVILLE, KY 40202",72,"300 S 1ST ST, LOUISVILLE, KY 40202"
Derby City tobacco and liquor,"207 S 5TH ST, LOUISVILLE, KY 40202, USA",ChIJ0VuM4R1zaYgRoSgpLIq3duE,"207 S 5TH ST, LOUISVILLE, KY 40202",72,"207 S 5TH ST, LOUISVILLE, KY 40202"
Shell,"300 S 1ST ST, LOUISVILLE, KY 40202, USA",ChIJK-b4NLpyaYgRQZFwuqdvzPo,"300 S 1ST ST, LOUISVILLE, KY 40202",72,"300 S 1ST ST, LOUISVILLE, KY 40202"
Shell,"1025 W BROADWAY, LOUISVILLE, KY 40203, USA",ChIJ1bhsWVZtaYgROazng6F6ZSM,"1025 W BROADWAY, LOUISVILLE, KY 40203",75,"1025 W BROADWAY, LOUISVILLE, KY 40203"
